spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,acc_noise_0.5,acc_drop_0.2,acc_flip_0.05,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9926666617393494,0.2523500323295593,0.9389883125250222,0.248,0.981333315372467,0.9746666550636292,0.9926666617393494,376.0,1.0,97280,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9946666359901428,0.13805919885635376,0.656032741500568,0.034,0.9819999933242798,0.9706666469573975,0.9873332977294922,380.0,32.0,97280,0,0,,,,,,
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.996666669845581,0.3800140619277954,0.7443870944747204,0.437,0.9886666536331177,0.9826666712760925,0.996666669845581,376.5,1.0,97408,0,0,,,,,,
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.41381484270095825,0.7179938872161373,0.171,0.9886666536331177,0.9819999933242798,0.9959999918937683,376.5,1.0,97408,0,0,,,,,,
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9953333139419556,0.44136491417884827,0.6990334797796182,0.511,0.9873332977294922,0.9819999933242798,0.9953333139419556,376.5,1.0,97408,0,0,,,,,,
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.996666669845581,0.42423102259635925,0.7075933151403783,0.305,0.9860000014305115,0.981333315372467,0.9973333477973938,376.5,1.0,97408,0,0,,,,,,
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.4056469798088074,0.7284659913909813,0.308,0.9893333315849304,0.9853333234786987,0.996666669845581,376.5,1.0,97408,0,0,,,,,,
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9973333477973938,0.423289954662323,0.7121726118167877,0.261,0.9866666793823242,0.9853333234786987,0.996666669845581,376.5,1.0,97408,0,0,,,,,,
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9926666617393494,0.2523500323295593,0.9389883125250222,0.007,0.981333315372467,0.9746666550636292,0.9926666617393494,376.0,1.0,97280,0,0,,,,,,
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9919999837875366,0.25198572874069214,0.9397301443975552,0.009,0.9766666293144226,0.9806666374206543,0.9919999837875366,376.0,1.0,97280,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9946666359901428,0.2516322135925293,0.937530604755979,0.019,0.981333315372467,0.9766666293144226,0.9933333396911621,376.0,1.0,97280,0,0,,,,,,
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9946666359901428,0.2516322135925293,0.937530604755979,0.057,0.981333315372467,0.9766666293144226,0.9933333396911621,376.0,1.0,97280,0,0,,,,,,
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9959999918937683,0.25283917784690857,0.9359314246659878,0.211,0.9826666712760925,0.9793333411216736,0.9946666359901428,376.0,1.0,97280,0,0,,,,,,
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9926666617393494,0.2517557144165039,0.9379875169373509,0.009,0.9786666631698608,0.9760000109672546,0.9913333058357239,392.0,1.0,101376,0,0,,,,,,
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9925000071525574,0.9926666617393494,0.25084400177001953,0.9350768870932198,0.006,0.9779999852180481,0.972000002861023,0.9926666617393494,392.0,1.0,101376,0,0,,,,,,
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,linear,0,1024,64,30,30,cosine,uniform,1,32,0,0.9908333420753479,0.9926666617393494,0.24726121127605438,0.9216390684337099,0.006,0.9753333330154419,0.9726666808128357,0.9913333058357239,392.0,1.0,101376,0,0,,,,,,
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,linear,0,1024,128,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9940000176429749,0.5348727107048035,0.9576575010392084,0.675,0.9926666617393494,0.9953333139419556,0.9933333396911621,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,linear,0,1024,128,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9940000176429749,0.5099729895591736,0.9227175376898098,0.643,0.9940000176429749,0.9940000176429749,0.9940000176429749,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.007,0.9853333234786987,0.9713333249092102,0.9919999837875366,376.0,1.0,97280,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9926666617393494,0.13519887626171112,0.6495470274553127,0.029,0.9886666536331177,0.9733332991600037,0.9879999756813049,380.0,32.0,97280,0,0,,,,,,
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9959999918937683,0.3831605613231659,0.7515188476288065,0.057,0.9906666278839111,0.9806666374206543,0.9940000176429749,376.5,1.0,97408,0,0,,,,,,
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.41619986295700073,0.7269963435316606,0.191,0.9879999756813049,0.9800000190734863,0.9953333139419556,376.5,1.0,97408,0,0,,,,,,
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9979999661445618,0.44690001010894775,0.7073052953487174,0.554,0.9893333315849304,0.9793333411216736,0.9959999918937683,376.5,1.0,97408,0,0,,,,,,
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.4300421476364136,0.7187464903075971,0.299,0.9900000095367432,0.9800000190734863,0.996666669845581,376.5,1.0,97408,0,0,,,,,,
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.40905672311782837,0.7384282202936443,0.299,0.9913333058357239,0.9819999933242798,0.9940000176429749,376.5,1.0,97408,0,0,,,,,,
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.43087467551231384,0.7177584152383654,0.27,0.9893333315849304,0.9773333072662354,0.9953333139419556,376.5,1.0,97408,0,0,,,,,,
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9926666617393494,0.25013864040374756,0.9356412907035259,0.007,0.9853333234786987,0.9713333249092102,0.9919999837875366,376.0,1.0,97280,0,0,,,,,,
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9940000176429749,0.25204211473464966,0.9370566646278355,0.009,0.9826666712760925,0.9733332991600037,0.9926666617393494,376.0,1.0,97280,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9940000176429749,0.25204211473464966,0.9370566646278355,0.019,0.9826666712760925,0.9733332991600037,0.9926666617393494,376.0,1.0,97280,0,0,,,,,,
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9919999837875366,0.250376433134079,0.9383360868257244,0.059,0.9833333492279053,0.9699999690055847,0.9906666278839111,376.0,1.0,97280,0,0,,,,,,
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9919999837875366,0.250376433134079,0.9383360868257244,0.218,0.9833333492279053,0.9699999690055847,0.9906666278839111,376.0,1.0,97280,0,0,,,,,,
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9933333396911621,0.2495531588792801,0.9342751835246874,0.007,0.9860000014305115,0.9699999690055847,0.9906666278839111,392.0,1.0,101376,0,0,,,,,,
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9926666617393494,0.24844864010810852,0.9311114239319388,0.007,0.9826666712760925,0.9706666469573975,0.9906666278839111,392.0,1.0,101376,0,0,,,,,,
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,linear,1,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9906666278839111,0.24474108219146729,0.9174470438853647,0.007,0.9826666712760925,0.9679999947547913,0.9913333058357239,392.0,1.0,101376,0,0,,,,,,
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,linear,1,1024,128,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.5483806729316711,0.9496264641353142,0.659,0.9919999837875366,0.9979999661445618,0.996666669845581,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,linear,1,1024,128,30,30,cosine,uniform,1,32,0,1.0,0.996666669845581,0.5322762131690979,0.9262051571636937,0.626,0.9959999918937683,0.996666669845581,0.996666669845581,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.24954192340373993,0.9378104023303181,0.007,0.9853333234786987,0.9793333411216736,0.9933333396911621,376.0,1.0,97280,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_select"": ""val""}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.996666669845581,0.09204123914241791,0.64341082849769,0.027,0.9826666712760925,0.9806666374206543,0.9800000190734863,380.0,32.0,97280,0,0,,,,,,
learned_e10,learned,learned,bipolar,none,raw,"{""epochs"": 10}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.37620019912719727,0.7498765033847872,0.062,0.984666645526886,0.9879999756813049,0.9973333477973938,376.5,1.0,97408,0,0,,,,,,
learned_e40,learned,learned,bipolar,none,raw,"{""epochs"": 40}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9959999918937683,0.40773460268974304,0.7262283913977073,0.201,0.9853333234786987,0.9873332977294922,0.996666669845581,376.5,1.0,97408,0,0,,,,,,
learned_e120,learned,learned,bipolar,none,raw,"{""epochs"": 120}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9959999918937683,0.43572551012039185,0.707432714284917,0.592,0.9866666793823242,0.9853333234786987,0.996666669845581,376.5,1.0,97408,0,0,,,,,,
learned_init_rad,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""init"": ""rademacher""}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.419168621301651,0.7173234473865354,0.299,0.9839999675750732,0.9860000014305115,0.996666669845581,376.5,1.0,97408,0,0,,,,,,
learned_lr3e-3,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.003}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.40207481384277344,0.7369450282377715,0.297,0.9873332977294922,0.9893333315849304,0.9973333477973938,376.5,1.0,97408,0,0,,,,,,
learned_lr3e-2,learned,learned,bipolar,none,raw,"{""epochs"": 60, ""lr"": 0.03}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.4185284376144409,0.7195902760231798,0.292,0.9866666793823242,0.9833333492279053,0.996666669845581,376.5,1.0,97408,0,0,,,,,,
datainformed_k1,datainformed,datainformed,bipolar,none,raw,"{""K"": 1}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.24954192340373993,0.9378104023303181,0.006,0.9853333234786987,0.9793333411216736,0.9933333396911621,376.0,1.0,97280,0,0,,,,,,
datainformed_k4,datainformed,datainformed,bipolar,none,raw,"{""K"": 4}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9953333139419556,0.24993857741355896,0.9405392450274368,0.009,0.9819999933242798,0.981333315372467,0.9953333139419556,376.0,1.0,97280,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9940000176429749,0.24987410008907318,0.9364643794579691,0.019,0.984666645526886,0.9806666374206543,0.9933333396911621,376.0,1.0,97280,0,0,,,,,,
datainformed_k64,datainformed,datainformed,bipolar,none,raw,"{""K"": 64}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9953333139419556,0.25337234139442444,0.9378349094904208,0.057,0.981333315372467,0.981333315372467,0.9933333396911621,376.0,1.0,97280,0,0,,,,,,
datainformed_k256,datainformed,datainformed,bipolar,none,raw,"{""K"": 256}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9940000176429749,0.2500399649143219,0.9376566689613902,0.212,0.9786666631698608,0.9806666374206543,0.9940000176429749,376.0,1.0,97280,0,0,,,,,,
imp_g0.25,imp,imp,bipolar,none,raw,"{""gain"": 0.25}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9953333139419556,0.24869519472122192,0.9366633677536144,0.006,0.984666645526886,0.9793333411216736,0.9940000176429749,392.0,1.0,101376,0,0,,,,,,
imp_g0.5,imp,imp,bipolar,none,raw,"{""gain"": 0.5}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9953333139419556,0.24789603054523468,0.9329174741623669,0.006,0.9833333492279053,0.9786666631698608,0.9953333139419556,392.0,1.0,101376,0,0,,,,,,
imp_g1.0,imp,imp,bipolar,none,raw,"{""gain"": 1.0}",,,linear,2,1024,64,30,30,cosine,uniform,1,32,0,0.9933333396911621,0.9940000176429749,0.2444537878036499,0.9201576404110929,0.006,0.9826666712760925,0.9779999852180481,0.9933333396911621,392.0,1.0,101376,0,0,,,,,,
cotrain_fixedP,linear,gaussian,bipolar,none,cotrain,,,,linear,2,1024,128,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9959999918937683,0.5331367254257202,0.9583183136478441,0.671,0.9940000176429749,0.996666669845581,0.9953333139419556,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
cotrain_learnP,linear,gaussian,bipolar,none,cotrain,,,,linear,2,1024,128,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.5163149237632751,0.9242012416607941,0.688,0.9953333139419556,0.9953333139419556,0.996666669845581,632.0,1.0,162816,798720,24704,1.0,128.0,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,fine,0,1024,64,30,30,cosine,uniform,1,32,0,0.7008333206176758,0.6959999799728394,0.0404355563223362,0.9384927333913473,0.008,0.581333339214325,0.5886666774749756,0.6759999990463257,376.0,1.0,97280,0,0,1.0,64.0,,,,
