spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,proj,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18,nmi,ari,auroc
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9959999918937683,0.08811638504266739,0.6285342680647957,0.027,380.0,2.0,98304,0,0,,,signrff,0.9340000152587891,0.05728837475180626,0.6786666512489319,0.38066667318344116,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9941666722297668,0.9946666359901428,0.08220268785953522,0.6103569985926456,0.025,380.0,1.0,98304,0,0,,,signrff,0.9266666769981384,0.05245807394385338,0.6553333401679993,0.36399999260902405,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.9726666808128357,0.0680227279663086,0.042580935246698697,0.026,376.12,1.0,97280,0,0,,,fpe_b1,0.6066666841506958,0.00901477038860321,0.06266666948795319,0.03799999877810478,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.9726666808128357,0.0680227279663086,0.042580935246698697,0.027,376.12,4.0,98304,0,0,,,fpe_b1,0.6066666841506958,0.00901477038860321,0.06266666948795319,0.03799999877810478,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.9726666808128357,0.0680227279663086,0.042580935246698697,0.027,376.12,2.0,98304,0,0,,,fpe_b1,0.6066666841506958,0.00901477038860321,0.06266666948795319,0.03799999877810478,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,shift,2,1024,64,30,30,cosine,uniform,1,32,0,0.9566667079925537,0.9726666808128357,0.0680227279663086,0.042580935246698697,0.023,376.12,1.0,98304,0,0,,,fpe_b1,0.6066666841506958,0.00901477038860321,0.06266666948795319,0.03799999877810478,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,shift,2,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9959999918937683,0.41881081461906433,0.7187694717951977,0.306,376.5,1.0,97408,0,0,,,learned,0.9366666674613953,0.2506689727306366,0.6486666798591614,0.40066665410995483,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,shift,2,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9959999918937683,0.41881081461906433,0.7187694717951977,0.305,376.5,4.0,98432,0,0,,,learned,0.9366666674613953,0.2506689727306366,0.6486666798591614,0.40066665410995483,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,shift,2,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9959999918937683,0.41881081461906433,0.7187694717951977,0.304,376.5,2.0,98432,0,0,,,learned,0.9366666674613953,0.2506689727306366,0.6486666798591614,0.40066665410995483,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,shift,2,1024,64,30,30,cosine,uniform,1,32,0,1.0,0.9959999918937683,0.41881081461906433,0.7187694717951977,0.268,376.5,1.0,98432,0,0,,,learned,0.9366666674613953,0.2506689727306366,0.6486666798591614,0.40066665410995483,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.25736841559410095,0.982928383725162,0.017,1504.0,1.0,389120,0,0,1.0,64.0,gauss,0.9539999961853027,0.16176192462444305,0.762666642665863,0.4886666536331177,,,
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.25736841559410095,0.982928383725162,0.029,1504.0,4.0,393216,0,0,,,gauss,0.9539999961853027,0.16176192462444305,0.762666642665863,0.4886666536331177,,,
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.25736841559410095,0.982928383725162,0.046,1504.0,2.0,393216,0,0,,,gauss,0.9539999961853027,0.16176192462444305,0.762666642665863,0.4886666536331177,,,
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9973333477973938,0.25736841559410095,0.982928383725162,0.018,1504.0,1.0,393216,0,0,,,gauss,0.9539999961853027,0.16176192462444305,0.762666642665863,0.4886666536331177,,,
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.09803799539804459,0.6894784023826244,0.036,1520.0,32.0,389120,0,0,,,signrff,0.9519999623298645,0.06283265352249146,0.70333331823349,0.4033333361148834,,,
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.0978783592581749,0.6892547434686127,0.045,1520.0,4.0,393216,0,0,,,signrff,0.9513333439826965,0.06270166486501694,0.7046666741371155,0.4033333361148834,,,
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.09420915693044662,0.6881772954483325,0.066,1520.0,2.0,393216,0,0,,,signrff,0.9513333439826965,0.060368966311216354,0.6973333358764648,0.4046666622161865,,,
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.08889778703451157,0.6804163003497643,0.035,1520.0,1.0,393216,0,0,,,signrff,0.9473333358764648,0.056226275861263275,0.7006666660308838,0.39133334159851074,,,
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9900000095367432,0.9900000095367432,0.07885070145130157,0.04926025194323552,0.031,1504.5,1.0,389120,0,0,,,fpe_b1,0.8499999642372131,0.024369850754737854,0.12533333897590637,0.03466666489839554,,,
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9900000095367432,0.9900000095367432,0.07885070145130157,0.04926025194323552,0.046,1504.5,4.0,393216,0,0,,,fpe_b1,0.8499999642372131,0.024369850754737854,0.12533333897590637,0.03466666489839554,,,
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9900000095367432,0.9900000095367432,0.07885070145130157,0.04926025194323552,0.066,1504.5,2.0,393216,0,0,,,fpe_b1,0.8499999642372131,0.024369850754737854,0.12533333897590637,0.03466666489839554,,,
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9900000095367432,0.9900000095367432,0.07885070145130157,0.04926025194323552,0.036,1504.5,1.0,393216,0,0,,,fpe_b1,0.8499999642372131,0.024369850754737854,0.12533333897590637,0.03466666489839554,,,
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.41594767570495605,0.7312956203827194,0.282,1504.5,1.0,389248,0,0,,,learned,0.9353333115577698,0.24746443331241608,0.6493332982063293,0.39666667580604553,,,
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.41594767570495605,0.7312956203827194,0.305,1504.5,4.0,393344,0,0,,,learned,0.9353333115577698,0.24746443331241608,0.6493332982063293,0.39666667580604553,,,
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.41594767570495605,0.7312956203827194,0.32,1504.5,2.0,393344,0,0,,,learned,0.9353333115577698,0.24746443331241608,0.6493332982063293,0.39666667580604553,,,
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,shift,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.41594767570495605,0.7312956203827194,0.281,1504.5,1.0,393344,0,0,,,learned,0.9353333115577698,0.24746443331241608,0.6493332982063293,0.39666667580604553,,,
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.949999988079071,0.9514285326004028,0.17812544107437134,0.827781182555669,0.004,78.0,1.0,20224,0,0,1.0,64.0,gauss,,,,,0.8549937187571881,0.8407277881019523,0.9522214285714286
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.949999988079071,0.9514285326004028,0.17812544107437134,0.827781182555669,0.007,78.0,4.0,20480,0,0,,,gauss,,,,,0.8549937187571881,0.8407277881019523,0.9522214285714286
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.949999988079071,0.9514285326004028,0.17812544107437134,0.827781182555669,0.008,78.0,2.0,20480,0,0,,,gauss,,,,,0.8549937187571881,0.8407277881019523,0.9522214285714286
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.949999988079071,0.9514285326004028,0.17812544107437134,0.827781182555669,0.003,78.0,1.0,20480,0,0,,,gauss,,,,,0.8549937187571881,0.8407277881019523,0.9522214285714286
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.949999988079071,0.9542856812477112,0.05117800086736679,0.6109197558087291,0.028,79.0,32.0,20224,0,0,,,signrff,,,,,0.8691959641165462,0.8579724468962479,0.817952380952381
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.9482142925262451,0.9514285326004028,0.051179852336645126,0.6107673201108839,0.026,79.0,4.0,20480,0,0,,,signrff,,,,,0.7849945892785413,0.7058006493549995,0.818657142857143
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.9339285492897034,0.9342857003211975,0.04751928150653839,0.5783367716946987,0.092,79.0,2.0,20480,0,0,,,signrff,,,,,0.7375578564641954,0.6677248979025646,0.7992142857142857
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.9071428775787354,0.9228571057319641,0.040892940014600754,0.5193634626853358,0.026,79.0,1.0,20480,0,0,,,signrff,,,,,0.6905665959470038,0.6074698050790547,0.7607511904761903
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.4642857313156128,0.5042856931686401,-0.004846593365073204,0.01533733647726541,0.063,78.03,1.0,20224,0,0,,,fpe_b1,,,,,0.08109738215911758,0.027890225571333256,0.571002380952381
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.4642857313156128,0.5042856931686401,-0.004846593365073204,0.01533733647726541,0.027,78.03,4.0,20480,0,0,,,fpe_b1,,,,,0.08109738215911758,0.027890225571333256,0.571002380952381
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.4642857313156128,0.5042856931686401,-0.004846593365073204,0.01533733647726541,0.084,78.03,2.0,20480,0,0,,,fpe_b1,,,,,0.08109738215911758,0.027890225571333256,0.571002380952381
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.4642857313156128,0.5042856931686401,-0.004846593365073204,0.01533733647726541,0.027,78.03,1.0,20480,0,0,,,fpe_b1,,,,,0.08109738215911758,0.027890225571333256,0.571002380952381
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.9839285612106323,0.9814285635948181,0.37854722142219543,0.6506436793956794,0.155,78.5,1.0,20352,0,0,,,learned,,,,,0.5877965121055206,0.5054859589313142,0.9643369047619047
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.9839285612106323,0.9814285635948181,0.37854722142219543,0.6506436793956794,0.174,78.5,4.0,20608,0,0,,,learned,,,,,0.5877965121055206,0.5054859589313142,0.9643369047619047
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.9839285612106323,0.9814285635948181,0.37854722142219543,0.6506436793956794,0.157,78.5,2.0,20608,0,0,,,learned,,,,,0.5877965121055206,0.5054859589313142,0.9643369047619047
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,novel,0,256,64,14,30,cosine,uniform,1,32,0,0.9839285612106323,0.9814285635948181,0.37854722142219543,0.6506436793956794,0.187,78.5,1.0,20608,0,0,,,learned,,,,,0.5877965121055206,0.5054859589313142,0.9643369047619047
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.9678571224212646,0.9699999690055847,0.19641372561454773,0.9416717286114336,0.004,312.0,1.0,80896,0,0,1.0,64.0,gauss,,,,,0.9541785365128966,0.9522297398742711,0.9780714285714286
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.9678571224212646,0.9699999690055847,0.19641372561454773,0.9416717286114336,0.014,312.0,4.0,81920,0,0,,,gauss,,,,,0.9541785365128966,0.9522297398742711,0.9780714285714286
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.9678571224212646,0.9699999690055847,0.19641372561454773,0.9416717286114336,0.014,312.0,2.0,81920,0,0,,,gauss,,,,,0.9541785365128966,0.9522297398742711,0.9780714285714286
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.9678571224212646,0.9699999690055847,0.19641372561454773,0.9416717286114336,0.013,312.0,1.0,81920,0,0,,,gauss,,,,,0.9541785365128966,0.9522297398742711,0.9780714285714286
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.9821428656578064,0.9814285635948181,0.0559542290866375,0.6615357996145017,0.086,316.0,32.0,80896,0,0,,,signrff,,,,,0.8991970358290186,0.8211454299793982,0.8530571428571427
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.9803571701049805,0.9800000190734863,0.05589389055967331,0.6619631108723047,0.053,316.0,4.0,81920,0,0,,,signrff,,,,,0.8957739016029918,0.8185309497456625,0.8530285714285715
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.9803571701049805,0.9757142663002014,0.05331937596201897,0.6468240024820869,0.048,316.0,2.0,81920,0,0,,,signrff,,,,,0.8929339197302001,0.819372573841749,0.8447404761904762
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.9714285731315613,0.9614285826683044,0.04941726475954056,0.6273951928507415,0.055,316.0,1.0,81920,0,0,,,signrff,,,,,0.8741361897653168,0.8032319826529178,0.8381904761904762
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.8446428775787354,0.8671428561210632,0.028161272406578064,0.032330213241837054,0.063,312.12,1.0,80896,0,0,,,fpe_b1,,,,,0.17663925433027927,0.08199170619299963,0.6174333333333333
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.8446428775787354,0.8671428561210632,0.028161272406578064,0.032330213241837054,0.076,312.12,4.0,81920,0,0,,,fpe_b1,,,,,0.17663925433027927,0.08199170619299963,0.6174333333333333
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.8446428775787354,0.8671428561210632,0.028161272406578064,0.032330213241837054,0.084,312.12,2.0,81920,0,0,,,fpe_b1,,,,,0.17663925433027927,0.08199170619299963,0.6174333333333333
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.8446428775787354,0.8671428561210632,0.028161272406578064,0.032330213241837054,0.068,312.12,1.0,81920,0,0,,,fpe_b1,,,,,0.17663925433027927,0.08199170619299963,0.6174333333333333
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.987500011920929,0.9800000190734863,0.38094478845596313,0.6847648349743598,0.193,312.5,1.0,81024,0,0,,,learned,,,,,0.6991257344157809,0.6517585597499248,0.9695238095238095
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.987500011920929,0.9800000190734863,0.38094478845596313,0.6847648349743598,0.204,312.5,4.0,82048,0,0,,,learned,,,,,0.6991257344157809,0.6517585597499248,0.9695238095238095
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.987500011920929,0.9800000190734863,0.38094478845596313,0.6847648349743598,0.19,312.5,2.0,82048,0,0,,,learned,,,,,0.6991257344157809,0.6517585597499248,0.9695238095238095
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,novel,0,1024,64,14,30,cosine,uniform,1,32,0,0.987500011920929,0.9800000190734863,0.38094478845596313,0.6847648349743598,0.202,312.5,1.0,82048,0,0,,,learned,,,,,0.6991257344157809,0.6517585597499248,0.9695238095238095
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9732142686843872,0.9742857217788696,0.2022702842950821,0.9841159449405527,0.018,1248.0,1.0,323584,0,0,1.0,64.0,gauss,,,,,0.961540912578554,0.9596284764257138,0.9845690476190476
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9732142686843872,0.9742857217788696,0.2022702842950821,0.9841159449405527,0.03,1248.0,4.0,327680,0,0,,,gauss,,,,,0.961540912578554,0.9596284764257138,0.9845690476190476
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9732142686843872,0.9742857217788696,0.2022702842950821,0.9841159449405527,0.036,1248.0,2.0,327680,0,0,,,gauss,,,,,0.961540912578554,0.9596284764257138,0.9845690476190476
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9732142686843872,0.9742857217788696,0.2022702842950821,0.9841159449405527,0.022,1248.0,1.0,327680,0,0,,,gauss,,,,,0.961540912578554,0.9596284764257138,0.9845690476190476
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9839285612106323,0.9828571081161499,0.056524645537137985,0.6902314561728515,0.074,1264.0,32.0,323584,0,0,,,signrff,,,,,0.9129960283178464,0.8347498754753828,0.8592095238095239
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9839285612106323,0.9828571081161499,0.056443266570568085,0.6899575767565731,0.063,1264.0,4.0,327680,0,0,,,signrff,,,,,0.9605444679539433,0.959585975788092,0.8589916666666666
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9892857074737549,0.9828571081161499,0.05458182841539383,0.6874959710183254,0.112,1264.0,2.0,327680,0,0,,,signrff,,,,,0.9558415606505827,0.9557292043975426,0.8577476190476191
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9821428656578064,0.9800000190734863,0.051457639783620834,0.674900456989588,0.032,1264.0,1.0,327680,0,0,,,signrff,,,,,0.9098578894465285,0.827734436605418,0.8532261904761904
fpe_b1|fp32,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,fp32,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9410714507102966,0.9442856907844543,0.03462987020611763,0.03868105880076273,0.106,1248.5,1.0,323584,0,0,,,fpe_b1,,,,,0.2466622457328939,0.08816089143694868,0.6466809523809524
fpe_b1|int4,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,int4,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9410714507102966,0.9442856907844543,0.03462987020611763,0.03868105880076273,0.1,1248.5,4.0,327680,0,0,,,fpe_b1,,,,,0.2466622457328939,0.08816089143694868,0.6466809523809524
fpe_b1|ternary,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,ternary,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9410714507102966,0.9442856907844543,0.03462987020611763,0.03868105880076273,0.108,1248.5,2.0,327680,0,0,,,fpe_b1,,,,,0.2466622457328939,0.08816089143694868,0.6466809523809524
fpe_b1|bipolar,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,bipolar,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.9410714507102966,0.9442856907844543,0.03462987020611763,0.03868105880076273,0.092,1248.5,1.0,327680,0,0,,,fpe_b1,,,,,0.2466622457328939,0.08816089143694868,0.6466809523809524
learned|fp32,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,fp32,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.987500011920929,0.9785714149475098,0.38054993748664856,0.6936598653813121,0.196,1248.5,1.0,323712,0,0,,,learned,,,,,0.6502687337535815,0.5828852023687482,0.9709309523809523
learned|int4,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,int4,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.987500011920929,0.9785714149475098,0.38054993748664856,0.6936598653813121,0.186,1248.5,4.0,327808,0,0,,,learned,,,,,0.6502687337535815,0.5828852023687482,0.9709309523809523
learned|ternary,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,ternary,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.987500011920929,0.9785714149475098,0.38054993748664856,0.6936598653813121,0.189,1248.5,2.0,327808,0,0,,,learned,,,,,0.6502687337535815,0.5828852023687482,0.9709309523809523
learned|bipolar,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,bipolar,novel,0,4096,64,14,30,cosine,uniform,1,32,0,0.987500011920929,0.9785714149475098,0.38054993748664856,0.6936598653813121,0.175,1248.5,1.0,327808,0,0,,,learned,,,,,0.6502687337535815,0.5828852023687482,0.9709309523809523
gauss|fp32,linear,gaussian,bipolar,none,raw,,,fp32,novel,1,256,64,14,30,cosine,uniform,1,32,0,0.949999988079071,0.9471428394317627,0.1813589185476303,0.8229712431576748,0.009,78.0,1.0,20224,0,0,1.0,64.0,gauss,,,,,0.9333633092690431,0.9277002254423156,0.9520571428571428
gauss|int4,linear,gaussian,bipolar,none,raw,,,int4,novel,1,256,64,14,30,cosine,uniform,1,32,0,0.949999988079071,0.9471428394317627,0.1813589185476303,0.8229712431576748,0.006,78.0,4.0,20480,0,0,,,gauss,,,,,0.9333633092690431,0.9277002254423156,0.9520571428571428
gauss|ternary,linear,gaussian,bipolar,none,raw,,,ternary,novel,1,256,64,14,30,cosine,uniform,1,32,0,0.949999988079071,0.9471428394317627,0.1813589185476303,0.8229712431576748,0.005,78.0,2.0,20480,0,0,,,gauss,,,,,0.9333633092690431,0.9277002254423156,0.9520571428571428
gauss|bipolar,linear,gaussian,bipolar,none,raw,,,bipolar,novel,1,256,64,14,30,cosine,uniform,1,32,0,0.949999988079071,0.9471428394317627,0.1813589185476303,0.8229712431576748,0.004,78.0,1.0,20480,0,0,,,gauss,,,,,0.9333633092690431,0.9277002254423156,0.9520571428571428
signrff|fp32,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,fp32,novel,1,256,64,14,30,cosine,uniform,1,32,0,0.9607142806053162,0.9671428203582764,0.0640772357583046,0.6307941149203452,0.03,79.0,32.0,20224,0,0,,,signrff,,,,,0.8941813065797667,0.8838597931768631,0.8216488095238096
signrff|int4,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,int4,novel,1,256,64,14,30,cosine,uniform,1,32,0,0.9624999761581421,0.9657142758369446,0.06402284651994705,0.6304421863690471,0.029,79.0,4.0,20480,0,0,,,signrff,,,,,0.8868590007795315,0.8767041867038248,0.8223619047619047
signrff|ternary,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,ternary,novel,1,256,64,14,30,cosine,uniform,1,32,0,0.9553571343421936,0.9571428298950195,0.059144459664821625,0.5994045201647792,0.032,79.0,2.0,20480,0,0,,,signrff,,,,,0.8658584568843225,0.849298957612585,0.8082333333333334
signrff|bipolar,rff,rff,real,none,raw,"{""bw_scale"": 1.0}",,bipolar,novel,1,256,64,14,30,cosine,uniform,1,32,0,0.9267857074737549,0.9300000071525574,0.05344110727310181,0.529509521879493,0.03,79.0,1.0,20480,0,0,,,signrff,,,,,0.6912718038696144,0.6209989370046032,0.7674916666666667
