spec,family,rp,out,preproc,extractor,params,spec_sim,codec,task,seed,dim,F,C,epochs,sim,weight,multi,proto_bits,quant_train,val_acc,id_acc,margin_id,geom_fid,fit_s,acc_noise_0.1,acc_noise_0.25,acc_noise_0.5,acc_noise_0.75,acc_noise_1,acc_noise_1.5,acc_drop_0.1,acc_drop_0.3,acc_drop_0.5,acc_flip_0.01,acc_flip_0.02,acc_flip_0.05,acc_flip_0.1,acc_flip_0.2,acc_flip_0.4,mem_kb,vec_bits,ops_per_query,ext_bits,ext_ops,rp_density,rp_rank,acc_shift_6,margin_ood,acc_shift_12,acc_shift_18
orthogonal,linear,orthogonal,bipolar,none,raw,,,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9450000524520874,0.95333331823349,0.193916454911232,0.9871260904090206,0.039,0.9526666402816772,0.9513333439826965,0.9466666579246521,0.9313333034515381,0.909333348274231,0.8219999670982361,0.9393333196640015,0.890666663646698,0.8153333067893982,0.9519999623298645,0.9513333439826965,0.949999988079071,0.9486666321754456,0.9486666321754456,0.859333336353302,1504.0,1.0,389120,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9491667151451111,0.9526666402816772,0.192917600274086,0.9867157325191045,0.025,0.9493333101272583,0.9519999623298645,0.9459999799728394,0.9393333196640015,0.9039999842643738,0.8199999928474426,0.9366666674613953,0.8913333415985107,0.8106666803359985,0.9506666660308838,0.9506666660308838,0.9506666660308838,0.9480000138282776,0.9433333277702332,0.8399999737739563,1504.0,1.0,389120,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9350000023841858,0.9273332953453064,0.08119246363639832,0.24381407612502737,0.047,0.9259999990463257,0.9273332953453064,0.9146666526794434,0.903333306312561,0.8706666827201843,0.7699999809265137,0.9206666350364685,0.8679999709129333,0.7419999837875366,0.9266666769981384,0.9273332953453064,0.921999990940094,0.9106666445732117,0.8773333430290222,0.49399998784065247,1520.0,32.0,389120,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.6541666984558105,0.6526666879653931,0.027748461812734604,0.006415733200874784,0.036,0.6433333158493042,0.6399999856948853,0.5953333377838135,0.5326666831970215,0.4046666622161865,0.12999999523162842,0.6513333320617676,0.5393333435058594,0.2939999997615814,0.6393333077430725,0.6340000033378601,0.6200000047683716,0.5693333148956299,0.4873333275318146,0.15666666626930237,1504.5,1.0,389120,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9783333539962769,0.9786666631698608,0.32853952050209045,0.7775281086103861,0.3,0.9800000190734863,0.9793333411216736,0.9726666808128357,0.9580000042915344,0.9286666512489319,0.8353333473205566,0.9753333330154419,0.937999963760376,0.8613333106040955,0.9786666631698608,0.9800000190734863,0.9800000190734863,0.9779999852180481,0.9753333330154419,0.9539999961853027,1504.5,1.0,389248,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9483333826065063,0.9506666660308838,0.1920139193534851,0.9788265059587691,0.062,0.9519999623298645,0.9486666321754456,0.9446666836738586,0.9353333115577698,0.9046666622161865,0.8059999942779541,0.937333345413208,0.8899999856948853,0.8133333325386047,0.9519999623298645,0.9519999623298645,0.9519999623298645,0.9480000138282776,0.9419999718666077,0.8433333039283752,1504.0,1.0,389120,0,0,,,,,,
cauchy_l1,linear,cauchy,real,none,raw,,l1,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.996666669845581,0.0034966671373695135,0.8365106831399407,0.017,0.9953333139419556,0.9940000176429749,0.9873332977294922,0.9753333330154419,0.9440000057220459,0.8326666355133057,0.9953333139419556,0.9766666293144226,0.9233333468437195,0.9973333477973938,0.996666669845581,0.9973333477973938,0.996666669845581,0.9953333139419556,0.9606666564941406,1504.0,1.0,389120,0,0,1.0,64.0,,,,
gaussian_l1,linear,gaussian,real,none,raw,,l1,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.9466667175292969,0.949999988079071,0.0022461493499577045,0.9787654116563916,0.017,0.9506666660308838,0.9480000138282776,0.940666675567627,0.9326666593551636,0.9006666541099548,0.7986666560173035,0.9386666417121887,0.8866666555404663,0.8079999685287476,0.9526666402816772,0.9526666402816772,0.949999988079071,0.9480000138282776,0.9393333196640015,0.8233333230018616,1504.0,1.0,389120,0,0,1.0,64.0,,,,
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,heavy_tail,1,4096,64,30,30,cosine,uniform,1,32,0,0.8491666913032532,0.8386666774749756,0.02813464030623436,0.355216724331062,0.209,0.8399999737739563,0.8420000076293945,0.8306666612625122,0.7873333096504211,0.7239999771118164,0.5753333568572998,0.8186666369438171,0.70333331823349,0.5726666450500488,0.8393332958221436,0.8413333296775818,0.8166666626930237,0.746666669845581,0.621999979019165,0.14666666090488434,132576.0,1.0,17162240,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.955833375453949,0.9419999718666077,0.18982340395450592,0.9777645820129753,0.016,0.9393333196640015,0.937333345413208,0.9359999895095825,0.9200000166893005,0.8933333158493042,0.8040000200271606,0.9286666512489319,0.8886666297912598,0.8133333325386047,0.9419999718666077,0.9399999976158142,0.9399999976158142,0.9393333196640015,0.9359999895095825,0.8306666612625122,1504.0,1.0,389120,0,0,1.0,64.0,,,,
rademacher,linear,rademacher,bipolar,none,raw,,,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.8883333802223206,0.8926666378974915,0.14283663034439087,0.9585248940155694,0.018,0.8886666297912598,0.8880000114440918,0.8819999694824219,0.8659999966621399,0.8379999995231628,0.7459999918937683,0.8693333268165588,0.8193333148956299,0.7139999866485596,0.887333333492279,0.8893333077430725,0.8886666297912598,0.8866666555404663,0.8779999613761902,0.7586666345596313,1504.0,1.0,389120,0,0,1.0,64.0,,,,
very_sparse,linear,very_sparse,bipolar,none,raw,,,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9959999918937683,0.265360027551651,0.9109399819803025,0.015,0.9959999918937683,0.9940000176429749,0.9886666536331177,0.9739999771118164,0.9459999799728394,0.859333336353302,0.9893333315849304,0.9753333330154419,0.9226666688919067,0.9959999918937683,0.9946666359901428,0.9933333396911621,0.9953333139419556,0.9913333058357239,0.9513333439826965,607.18,1.0,159534,0,0,0.1242,64.0,,,,
count_sketch,linear,count_sketch,bipolar,none,raw,,,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.9933333396911621,0.9940000176429749,0.0026721961330622435,0.4749997853491396,0.014,0.9946666359901428,0.9919999837875366,0.9793333411216736,0.9286666512489319,0.8646666407585144,0.6993333101272583,0.9806666374206543,0.8693333268165588,0.6240000128746033,0.14999999105930328,0.11533333361148834,0.1653333306312561,0.13733333349227905,0.06399999558925629,0.03333333134651184,480.25,1.0,127040,0,0,0.0002,64.0,,,,
srht,linear,srht,bipolar,none,raw,,,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.737500011920929,0.7266666293144226,0.07295121997594833,0.6263177291323428,0.018,0.7306666374206543,0.7160000205039978,0.7080000042915344,0.6739999651908875,0.6226666569709778,0.5260000228881836,0.6940000057220459,0.6073333024978638,0.5040000081062317,0.7239999771118164,0.7213333249092102,0.7193333506584167,0.7193333506584167,0.7106666564941406,0.5833333134651184,1504.0,1.0,389120,0,0,1.0,64.0,,,,
orthogonal,linear,orthogonal,bipolar,none,raw,,,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.9533333778381348,0.9386666417121887,0.1912841796875,0.9865699275066548,0.028,0.937999963760376,0.937999963760376,0.9366666674613953,0.9200000166893005,0.8933333158493042,0.8119999766349792,0.9306666851043701,0.8913333415985107,0.8193333148956299,0.9393333196640015,0.9386666417121887,0.937999963760376,0.9366666674613953,0.934666633605957,0.8326666355133057,1504.0,1.0,389120,0,0,1.0,64.0,,,,
sobol,linear,sobol,bipolar,none,raw,,,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.9508333802223206,0.9413332939147949,0.19105423986911774,0.9858348393270958,0.022,0.9419999718666077,0.9453333020210266,0.9366666674613953,0.9233333468437195,0.8999999761581421,0.8219999670982361,0.9293333292007446,0.8953333497047424,0.8213333487510681,0.9426666498184204,0.9426666498184204,0.9426666498184204,0.9386666417121887,0.9326666593551636,0.8359999656677246,1504.0,1.0,389120,0,0,1.0,64.0,,,,
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.9358333349227905,0.9226666688919067,0.08198226988315582,0.22820990245045955,0.037,0.9253333210945129,0.9226666688919067,0.9193333387374878,0.8993332982063293,0.8700000047683716,0.7820000052452087,0.9133332967758179,0.875333309173584,0.7680000066757202,0.9200000166893005,0.9233333468437195,0.9166666865348816,0.9006666541099548,0.8553333282470703,0.4593333303928375,1520.0,32.0,389120,0,0,,,,,,
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.6583333611488342,0.6433333158493042,0.027727793902158737,0.009898630000620936,0.031,0.6366666555404663,0.6240000128746033,0.5986666679382324,0.5166666507720947,0.4013333320617676,0.1313333362340927,0.6380000114440918,0.5726666450500488,0.3733333349227905,0.6333333253860474,0.621999979019165,0.6060000061988831,0.5793333053588867,0.468666672706604,0.16200000047683716,1504.5,1.0,389120,0,0,,,,,,
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.9791666865348816,0.9773333072662354,0.32393917441368103,0.7726038483796397,0.318,0.9779999852180481,0.9773333072662354,0.9713333249092102,0.9506666660308838,0.921999990940094,0.8339999914169312,0.9633333086967468,0.9459999799728394,0.8646666407585144,0.9746666550636292,0.9760000109672546,0.9760000109672546,0.9753333330154419,0.9713333249092102,0.9333333373069763,1504.5,1.0,389248,0,0,,,,,,
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.9500000476837158,0.940666675567627,0.1908552646636963,0.9773089921330629,0.062,0.9393333196640015,0.9419999718666077,0.9359999895095825,0.9173333048820496,0.8899999856948853,0.8206666707992554,0.9293333292007446,0.8933333158493042,0.8146666288375854,0.9413332939147949,0.9419999718666077,0.9386666417121887,0.9359999895095825,0.9293333292007446,0.8326666355133057,1504.0,1.0,389120,0,0,,,,,,
cauchy_l1,linear,cauchy,real,none,raw,,l1,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9979999661445618,0.0034981791395694017,0.8250865244240505,0.017,0.9979999661445618,0.996666669845581,0.9933333396911621,0.9760000109672546,0.9480000138282776,0.8366666436195374,0.9973333477973938,0.9853333234786987,0.937999963760376,0.9979999661445618,0.9979999661445618,0.9979999661445618,0.9979999661445618,0.9973333477973938,0.9526666402816772,1504.0,1.0,389120,0,0,1.0,64.0,,,,
gaussian_l1,linear,gaussian,real,none,raw,,l1,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.95250004529953,0.937999963760376,0.0022144385147839785,0.9777645820129753,0.016,0.9366666674613953,0.937333345413208,0.934666633605957,0.9200000166893005,0.8899999856948853,0.8079999685287476,0.9279999732971191,0.8866666555404663,0.8040000200271606,0.9386666417121887,0.937333345413208,0.9413332939147949,0.9386666417121887,0.9353333115577698,0.8266666531562805,1504.0,1.0,389120,0,0,1.0,64.0,,,,
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,heavy_tail,2,4096,64,30,30,cosine,uniform,1,32,0,0.8508333563804626,0.8479999899864197,0.02776370756328106,0.3633337763890456,0.209,0.8386666774749756,0.8353333473205566,0.8100000023841858,0.7699999809265137,0.7126666307449341,0.581333339214325,0.8146666288375854,0.7020000219345093,0.543999969959259,0.840666651725769,0.840666651725769,0.8053333163261414,0.7433333396911621,0.6013333201408386,0.13866665959358215,132576.0,1.0,17162240,0,0,,,,,,
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9959999918937683,0.260096937417984,0.9832167550986861,0.018,0.9959999918937683,0.9940000176429749,0.9866666793823242,0.9693333506584167,0.9286666512489319,0.7886666655540466,0.9940000176429749,0.9639999866485596,0.8846666812896729,0.9959999918937683,0.9959999918937683,0.9959999918937683,0.996666669845581,0.9940000176429749,0.9620000123977661,1504.0,1.0,389120,0,0,1.0,64.0,0.9286666512489319,0.15376679599285126,0.6466666460037231,0.4493333399295807
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.26027554273605347,0.9829952981378282,0.02,0.9959999918937683,0.9946666359901428,0.9839999675750732,0.9706666469573975,0.9286666512489319,0.7986666560173035,0.9933333396911621,0.965999960899353,0.8880000114440918,0.9959999918937683,0.9946666359901428,0.9940000176429749,0.9946666359901428,0.9946666359901428,0.9559999704360962,1504.0,1.0,389120,0,0,1.0,64.0,0.940666675567627,0.15910285711288452,0.6666666865348816,0.4793333411216736
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9958333373069763,0.9953333139419556,0.25843003392219543,0.981434583006688,0.017,0.9953333139419556,0.9933333396911621,0.9826666712760925,0.965999960899353,0.9253333210945129,0.781333327293396,0.9919999837875366,0.9626666307449341,0.8833333253860474,0.9953333139419556,0.9953333139419556,0.9946666359901428,0.9946666359901428,0.9926666617393494,0.9480000138282776,609.3,1.0,160077,0,0,0.1263,64.0,0.9333333373069763,0.15437769889831543,0.6613333225250244,0.4793333411216736
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.95250004529953,0.9566666483879089,0.0014792003203183413,0.6644336060142477,0.024,0.9546666741371155,0.9486666321754456,0.9106666445732117,0.8546666502952576,0.7680000066757202,0.581333339214325,0.890666663646698,0.7080000042915344,0.46000000834465027,0.14000000059604645,0.035999998450279236,0.09266666322946548,0.03333333134651184,0.06466666609048843,0.03533333167433739,480.25,1.0,127040,0,0,0.0002,64.0,0.8166666626930237,0.0008040841203182936,0.5666666626930237,0.3726666569709778
srht,linear,srht,bipolar,none,raw,,,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9575000405311584,0.9440000057220459,0.19914083182811737,0.6603194492505442,0.022,0.9473333358764648,0.9359999895095825,0.9146666526794434,0.8479999899864197,0.7699999809265137,0.5886666774749756,0.9273332953453064,0.828000009059906,0.6886666417121887,0.9459999799728394,0.9453333020210266,0.9446666836738586,0.9446666836738586,0.9353333115577698,0.8659999966621399,1504.0,1.0,389120,0,0,1.0,64.0,0.7793333530426025,0.10447792708873749,0.5226666331291199,0.36666667461395264
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.26165539026260376,0.9900241104750576,0.036,0.9959999918937683,0.9946666359901428,0.9833333492279053,0.9666666388511658,0.9300000071525574,0.7986666560173035,0.9940000176429749,0.9646666646003723,0.8926666378974915,0.9953333139419556,0.9953333139419556,0.9940000176429749,0.9940000176429749,0.9959999918937683,0.9573333263397217,1504.0,1.0,389120,0,0,1.0,64.0,0.9386666417121887,0.1581907719373703,0.659333348274231,0.47733333706855774
sobol,linear,sobol,bipolar,none,raw,,,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9959999918937683,0.2602688670158386,0.9893835741656136,0.027,0.9953333139419556,0.9940000176429749,0.9860000014305115,0.9673333168029785,0.9306666851043701,0.8033333420753479,0.9946666359901428,0.9666666388511658,0.8913333415985107,0.9959999918937683,0.9959999918937683,0.9953333139419556,0.9953333139419556,0.9926666617393494,0.9473333358764648,1504.0,1.0,389120,0,0,1.0,64.0,0.9433333277702332,0.15815062820911407,0.6653333306312561,0.46933332085609436
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.14013239741325378,0.6897213786702145,0.054,0.996666669845581,0.9953333139419556,0.9900000095367432,0.9699999690055847,0.9326666593551636,0.777999997138977,0.9946666359901428,0.9593333005905151,0.8373333215713501,0.9953333139419556,0.9953333139419556,0.996666669845581,0.9953333139419556,0.9906666278839111,0.6980000138282776,1520.0,32.0,389120,0,0,,,0.9393333196640015,0.07486691325902939,0.6119999885559082,0.17599999904632568
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.98416668176651,0.9886666536331177,0.07655137777328491,0.04546359113093857,0.04,0.9873332977294922,0.9793333411216736,0.9620000123977661,0.909333348274231,0.7899999618530273,0.3113333284854889,0.9639999866485596,0.8026666641235352,0.42266666889190674,0.9806666374206543,0.9819999933242798,0.9739999771118164,0.9626666307449341,0.9046666622161865,0.31200000643730164,1504.5,1.0,389120,0,0,,,0.8320000171661377,0.024287933483719826,0.15066666901111603,0.03866666555404663
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.422369122505188,0.7218628986878775,0.297,0.9973333477973938,0.9953333139419556,0.9873332977294922,0.9693333506584167,0.9253333210945129,0.7713333368301392,0.9953333139419556,0.965999960899353,0.8726666569709778,0.996666669845581,0.996666669845581,0.996666669845581,0.9959999918937683,0.9973333477973938,0.9860000014305115,1504.5,1.0,389248,0,0,,,0.9459999799728394,0.2473200261592865,0.6200000047683716,0.35999998450279236
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.996666669845581,0.9953333139419556,0.26095497608184814,0.9833279501125005,0.079,0.9959999918937683,0.9933333396911621,0.984666645526886,0.9673333168029785,0.9319999814033508,0.7933333516120911,0.9940000176429749,0.9639999866485596,0.8880000114440918,0.9953333139419556,0.9946666359901428,0.9946666359901428,0.9959999918937683,0.996666669845581,0.9526666402816772,1504.0,1.0,389120,0,0,,,0.9473333358764648,0.16220007836818695,0.7086666822433472,0.5246666669845581
cauchy_l1,linear,cauchy,real,none,raw,,l1,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9891666769981384,0.9926666617393494,0.0029306113719940186,0.9297032437431655,0.018,0.9906666278839111,0.9853333234786987,0.9760000109672546,0.9519999623298645,0.903333306312561,0.7553333044052124,0.9839999675750732,0.9419999718666077,0.8486666679382324,0.9913333058357239,0.9913333058357239,0.9913333058357239,0.9913333058357239,0.9866666793823242,0.9153333306312561,1504.0,1.0,389120,0,0,1.0,64.0,0.8966666460037231,0.001669671619310975,0.6299999952316284,0.4273333251476288
gaussian_l1,linear,gaussian,real,none,raw,,l1,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9950000047683716,0.9946666359901428,0.0030531571246683598,0.9832167550986861,0.024,0.9946666359901428,0.9933333396911621,0.9819999933242798,0.9653333425521851,0.9226666688919067,0.7860000133514404,0.9919999837875366,0.9599999785423279,0.8806666731834412,0.9953333139419556,0.9959999918937683,0.9953333139419556,0.9959999918937683,0.9940000176429749,0.9453333020210266,1504.0,1.0,389120,0,0,1.0,64.0,0.9239999651908875,0.001770809292793274,0.6359999775886536,0.4440000057220459
nystrom_gauss,nystrom,nystrom,bipolar,none,raw,"{""kernel"": ""gaussian""}",,,shift,0,4096,64,30,30,cosine,uniform,1,32,0,0.9241666793823242,0.9273332953453064,0.036697763949632645,0.46333262754737453,0.218,0.9200000166893005,0.909333348274231,0.8686666488647461,0.8013333082199097,0.7113333344459534,0.5113333463668823,0.8859999775886536,0.7826666831970215,0.653333306312561,0.918666660785675,0.9113333225250244,0.8920000195503235,0.8413333296775818,0.7133333086967468,0.18733333051204681,132576.0,1.0,17162240,0,0,,,0.7360000014305115,0.01521149929612875,0.4586666524410248,0.23600000143051147
gaussian,linear,gaussian,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.2578774392604828,0.9828754963327289,0.019,0.9973333477973938,0.9953333139419556,0.9900000095367432,0.968666672706604,0.9413332939147949,0.8133333325386047,0.9906666278839111,0.9666666388511658,0.8779999613761902,0.9959999918937683,0.9959999918937683,0.9959999918937683,0.9953333139419556,0.996666669845581,0.9480000138282776,1504.0,1.0,389120,0,0,1.0,64.0,0.9473333358764648,0.15247175097465515,0.6613333225250244,0.30266666412353516
rademacher,linear,rademacher,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.9959999918937683,0.2580358386039734,0.9826778147136952,0.019,0.9959999918937683,0.9946666359901428,0.9826666712760925,0.9693333506584167,0.9300000071525574,0.8006666302680969,0.9879999756813049,0.9653333425521851,0.8746666312217712,0.9959999918937683,0.9959999918937683,0.9946666359901428,0.9946666359901428,0.9946666359901428,0.9580000042915344,1504.0,1.0,389120,0,0,1.0,64.0,0.937333345413208,0.15116572380065918,0.6506666541099548,0.2993333339691162
very_sparse,linear,very_sparse,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9953333139419556,0.25756338238716125,0.9811936104573347,0.015,0.9946666359901428,0.9940000176429749,0.9860000014305115,0.9666666388511658,0.9366666674613953,0.7986666560173035,0.9873332977294922,0.9653333425521851,0.8673333525657654,0.9953333139419556,0.9940000176429749,0.9933333396911621,0.9926666617393494,0.9933333396911621,0.9513333439826965,608.57,1.0,159891,0,0,0.1256,64.0,0.940666675567627,0.15070071816444397,0.6346666812896729,0.2980000078678131
count_sketch,linear,count_sketch,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9641667008399963,0.9519999623298645,0.0014585262397304177,0.6573283561120802,0.02,0.9473333358764648,0.9413332939147949,0.9126666784286499,0.8613333106040955,0.7886666655540466,0.5966666340827942,0.9020000100135803,0.7199999690055847,0.4573333263397217,0.05133333429694176,0.06199999898672104,0.046666666865348816,0.1106666624546051,0.03333333134651184,0.03333333134651184,480.25,1.0,127040,0,0,0.0002,63.0,0.8026666641235352,0.0007218044484034181,0.48399999737739563,0.28866666555404663
srht,linear,srht,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9458333849906921,0.95333331823349,0.20478059351444244,0.6619018012210589,0.026,0.949999988079071,0.9399999976158142,0.9133332967758179,0.8646666407585144,0.7886666655540466,0.5886666774749756,0.9279999732971191,0.8493333458900452,0.6940000057220459,0.9519999623298645,0.9526666402816772,0.9513333439826965,0.9526666402816772,0.9473333358764648,0.8686666488647461,1504.0,1.0,389120,0,0,1.0,64.0,0.8046666383743286,0.09815023839473724,0.4819999933242798,0.2540000081062317
orthogonal,linear,orthogonal,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.9959999918937683,0.2606654763221741,0.9896495241316333,0.027,0.9959999918937683,0.9946666359901428,0.9873332977294922,0.9693333506584167,0.940666675567627,0.812666654586792,0.9893333315849304,0.9673333168029785,0.8793333172798157,0.9953333139419556,0.9953333139419556,0.9953333139419556,0.9940000176429749,0.9926666617393494,0.949999988079071,1504.0,1.0,389120,0,0,1.0,64.0,0.9459999799728394,0.15493223071098328,0.6753333210945129,0.33666667342185974
sobol,linear,sobol,bipolar,none,raw,,,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9991666674613953,0.996666669845581,0.25925764441490173,0.9889263337237966,0.023,0.996666669845581,0.9946666359901428,0.9866666793823242,0.9713333249092102,0.9413332939147949,0.8159999847412109,0.9886666536331177,0.9673333168029785,0.8840000033378601,0.996666669845581,0.996666669845581,0.9973333477973938,0.9979999661445618,0.9946666359901428,0.9426666498184204,1504.0,1.0,389120,0,0,1.0,64.0,0.9440000057220459,0.15581795573234558,0.6813333034515381,0.3373333215713501
signrff_tuned,rff,rff,bipolar,none,raw,"{""bw_grid"": [0.05, 0.1, 0.25, 0.5, 1.0], ""bw_select"": ""val""}",,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9983333349227905,0.996666669845581,0.14933225512504578,0.6197166665200514,0.047,0.996666669845581,0.9946666359901428,0.9886666536331177,0.9646666646003723,0.8933333158493042,0.4426666498184204,0.9893333315849304,0.9666666388511658,0.8306666612625122,0.996666669845581,0.996666669845581,0.9946666359901428,0.9946666359901428,0.9906666278839111,0.7406666874885559,1520.0,32.0,389120,0,0,,,0.8946666717529297,0.0442611388862133,0.19733333587646484,0.041333332657814026
fpe_b1,fpe,fpe,bipolar,none,raw,"{""bw_scale"": 0.25, ""phase_bits"": 1}",,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9916666746139526,0.9833333492279053,0.0774909034371376,0.0336724813171082,0.033,0.984666645526886,0.9800000190734863,0.9673333168029785,0.9213333129882812,0.7913333177566528,0.3186666667461395,0.9633333086967468,0.812666654586792,0.4273333251476288,0.9819999933242798,0.9760000109672546,0.9753333330154419,0.9673333168029785,0.9160000085830688,0.3246666491031647,1504.5,1.0,389120,0,0,,,0.831333339214325,0.02283533290028572,0.13199999928474426,0.03199999779462814
learned,learned,learned,bipolar,none,raw,"{""epochs"": 60}",,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,1.0,0.9973333477973938,0.42735740542411804,0.7323176411232912,0.283,0.9973333477973938,0.9959999918937683,0.9893333315849304,0.9746666550636292,0.9359999895095825,0.7873333096504211,0.9933333396911621,0.9679999947547913,0.8586666584014893,0.9973333477973938,0.9979999661445618,0.9979999661445618,0.9979999661445618,0.9973333477973938,0.9866666793823242,1504.5,1.0,389248,0,0,,,0.9466666579246521,0.24972973763942719,0.6153333187103271,0.2633333206176758
datainformed_k16,datainformed,datainformed,bipolar,none,raw,"{""K"": 16}",,,shift,1,4096,64,30,30,cosine,uniform,1,32,0,0.9975000023841858,0.9946666359901428,0.2580004930496216,0.9827209399061916,0.083,0.9959999918937683,0.9946666359901428,0.9866666793823242,0.9699999690055847,0.9353333115577698,0.8086666464805603,0.9893333315849304,0.9653333425521851,0.8793333172798157,0.9953333139419556,0.9933333396911621,0.9933333396911621,0.9946666359901428,0.9940000176429749,0.9559999704360962,1504.0,1.0,389120,0,0,,,0.9493333101272583,0.15723012387752533,0.718666672706604,0.421999990940094
